y_true,y_score,subject
0.0,0.00019614935,x17
0.0,0.012601029,x17
0.0,9.065713e-05,x17
0.0,0.0001563961,x17
0.0,7.7062294e-05,x17
0.0,4.6725104e-06,x17
0.0,7.562631e-05,x17
0.0,0.00012003159,x17
0.0,0.00012372778,x17
0.0,0.00031571463,x17
0.0,0.00062308897,x17
0.0,0.0005981005,x17
0.0,0.0033818737,x17
0.0,7.88839e-05,x17
0.0,6.0617345e-05,x17
0.0,2.0852396e-05,x17
0.0,0.000290493,x17
0.0,0.00018145652,x17
0.0,0.04357221,x17
0.0,0.018999942,x17
0.0,0.025682231,x17
0.0,0.037327744,x17
0.0,5.4519674e-05,x17
0.0,1.0670234e-05,x17
0.0,1.7733037e-05,x17
0.0,5.3934604e-05,x17
0.0,0.00023021175,x17
0.0,0.012243259,x17
0.0,0.00042653095,x17
0.0,3.6060614e-05,x17
0.0,0.14149062,x17
0.0,0.8945157,x17
0.0,0.9499121,x17
0.0,0.9561109,x17
0.0,0.9945328,x17
0.0,0.96059716,x17
0.0,0.9875963,x17
0.0,0.9963631,x17
0.0,0.9287728,x17
0.0,0.9203646,x17
0.0,0.30734444,x17
0.0,0.2878114,x17
0.0,0.2280995,x17
0.0,0.6911968,x17
0.0,0.9736666,x17
0.0,0.75175554,x17
0.0,0.9947856,x17
0.0,0.8933101,x17
0.0,0.99742365,x17
0.0,0.8329238,x17
0.0,0.41611388,x17
0.0,0.2163789,x17
0.0,0.036286447,x17
0.0,5.571481e-05,x17
0.0,0.0001786213,x17
0.0,0.029732373,x17
0.0,0.0019472261,x17
0.0,0.013336537,x17
0.0,0.005633237,x17
0.0,0.19349566,x17
0.0,1.9398653e-06,x17
0.0,1.73407e-06,x17
0.0,2.3323837e-06,x17
0.0,1.3611095e-05,x17
0.0,0.0022820847,x17
0.0,0.010571128,x17
0.0,0.0031725578,x17
0.0,0.015454662,x17
0.0,0.23337097,x17
0.0,0.0006289078,x17
0.0,0.0024198694,x17
0.0,0.04622055,x17
